procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999476 151816  50952 941152    0    0     2    42 2154 5629  3  4 92  1  0 2023-12-07 19:57:43
 0  0 7999476 151972  50956 941152    0    0     0     8 2145 5601  3  4 93  0  0 2023-12-07 19:57:48
 0  0 7999476 147964  50964 946712    0    0     0     8 2193 5740  4  4 92  0  0 2023-12-07 19:57:53
 1  0 7999476 147848  50992 946672    0    0     0    34 2125 5598  4  4 92  1  0 2023-12-07 19:57:58
 0  0 7999476 152652  51004 941220    0    0     0    18 2132 5633  4  4 92  1  0 2023-12-07 19:58:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999476 155380  51012 941156    0    0     0     8 2109 5561  4  3 92  0  0 2023-12-07 19:58:08
 2  0 7999476 155380  51012 941160    0    0     0    26 2150 5704  4  4 92  0  0 2023-12-07 19:58:13
 0  0 7999476 155256  51016 941176    0    0     0    45 2192 5704  3  4 93  0  0 2023-12-07 19:58:18
 0  0 7999476 149168  51020 946640    0    0     0     6 2188 5645  4  4 92  0  0 2023-12-07 19:58:23
 1  0 7999476 149716  51044 946640    0    0     0    29 2147 5605  3  3 93  1  0 2023-12-07 19:58:28
 1  0 7999476 154252  51044 941160    0    0     0    54 2140 5610  3  3 93  0  0 2023-12-07 19:58:33
 1  0 7999476 154004  51044 941160    0    0     0     6 2163 5627  3  4 92  0  0 2023-12-07 19:58:38
 0  0 7999476 154128  51052 941160    0    0     0     7 2107 5550  3  3 93  0  0 2023-12-07 19:58:43
 0  0 7999476 154456  51060 941208    0    0     0    25 2184 5695  3  4 93  0  0 2023-12-07 19:58:48
 0  0 7999476 148912  51064 946720    0    0     0     6 2121 5581  3  3 93  0  0 2023-12-07 19:58:53
 0  0 7999476 148636  51084 946720    0    0     0    31 2205 5655  4  3 93  1  0 2023-12-07 19:58:58
 0  0 7999476 153572  51092 941232    0    0     0    16 2145 5600  3  4 93  0  0 2023-12-07 19:59:03
 0  0 7999476 154440  51100 941168    0    0     0     7 2124 5580  3  4 93  0  0 2023-12-07 19:59:08
 1  0 7999476 147480  51112 949056    0    0    13    21 2153 5892  4  4 92  1  0 2023-12-07 19:59:13
 0  0 7999476 144924  51120 951820    0    0     0    58 2168 5699  3  4 93  0  0 2023-12-07 19:59:18
 0  0 7999476 144372  51124 952092    0    0     0     5 2054 5449  3  3 93  0  0 2023-12-07 19:59:23
 0  0 7999476 144028  51136 951920    0    0     0    49 2059 5445  3  3 93  1  0 2023-12-07 19:59:28
 0  0 7999476 143776  51144 951840    0    0     0     9 2103 5509  3  3 93  0  0 2023-12-07 19:59:33
 0  0 7999476 143776  51148 951804    0    0     0    58 2054 5432  3  3 94  0  0 2023-12-07 19:59:38
 0  0 7999472 144200  51156 951800    1    0     8     6 2077 5460  3  4 93  1  0 2023-12-07 19:59:43
 0  0 7999472 143148  51160 952036    0    0     0    14 2074 5493  3  3 94  0  0 2023-12-07 19:59:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 2  0 7999472 143212  51164 951968    0    0     0    40 2103 5550  3  3 93  0  0 2023-12-07 19:59:53
 0  0 7999472 143112  51192 952140    0    0     0    28 2029 5406  3  3 93  1  0 2023-12-07 19:59:58
 0  0 7999472 139004  51192 954648    0    0     0    30 2107 5492  4  3 93  0  0 2023-12-07 20:00:03
 0  0 7999472 146476  51200 946952    0    0     0     4 2074 5489  3  4 93  0  0 2023-12-07 20:00:08
 0  0 7999472 140460  51208 951932    0    0     0    11 2189 5748  4  3 92  0  0 2023-12-07 20:00:13
 0  0 7999472 140368  51216 951932    0    0     0     6 2139 5711  3  4 93  0  0 2023-12-07 20:00:18
 0  0 7999468 138964  51224 952676    1    0   142    11 2133 5636  4  3 91  1  0 2023-12-07 20:00:23
 0  0 7999468 138932  51256 952640    0    0     0    27 2070 5536  3  4 92  1  0 2023-12-07 20:00:28
 0  0 7999468 138660  51260 952636    0    0     0    10 2080 5461  3  3 93  1  0 2023-12-07 20:00:33
 0  0 7999468 139096  51264 952636    0    0     0    72 2111 5545  3  3 93  0  0 2023-12-07 20:00:38
 0  0 7999468 138972  51268 952764    0    0    10    41 2055 5425  3  4 93  0  0 2023-12-07 20:00:43
 0  0 7999468 138840  51272 952792    0    0     0    10 2082 5490  3  3 93  0  0 2023-12-07 20:00:48
 0  0 7999468 138964  51280 952728    0    0     0     4 2061 5510  3  3 94  0  0 2023-12-07 20:00:53
 0  0 7999468 138784  51312 952732    0    0     0    35 2055 5468  3  3 93  1  0 2023-12-07 20:00:58
 0  0 7999468 138908  51316 952696    0    0     2    13 2063 5455  3  3 94  0  0 2023-12-07 20:01:03
 0  0 7999468 143496  51324 947884    0    0     0     5 2097 5556  3  3 93  0  0 2023-12-07 20:01:08
 0  0 7999468 138692  51332 953008    0    0     8    22 2099 5593  3  4 93  1  0 2023-12-07 20:01:13
 0  1 7999468 137640  51344 953064    0    0     0    48 2527 6025  6  3 91  0  0 2023-12-07 20:01:18
 2  0 7999468 137572  51396 953040    0    0     0    45 2158 5716  3  3 92  2  0 2023-12-07 20:01:23
 0  0 7999468 137232  51424 953148    0    0    23    30 2079 5536  3  4 92  1  0 2023-12-07 20:01:28
 1  0 7999468 137240  51432 953276    0    0    31    62 2053 5481  3  3 94  1  0 2023-12-07 20:01:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999468 137208  51440 953228    0    0     0     4 2081 5543  3  3 94  0  0 2023-12-07 20:01:38
 0  0 7999468 137208  51448 953236    0    0     0    10 2088 5542  3  3 94  0  0 2023-12-07 20:01:43
 0  0 7999468 136712  51456 953340    0    0     0    43 2078 5491  3  3 93  0  0 2023-12-07 20:01:48
 0  0 7999468 136424  51464 953276    0    0     0     3 2158 5750  3  3 94  0  0 2023-12-07 20:01:53
 0  0 7999468 136556  51488 953296    0    0     0    28 2069 5501  3  4 93  1  0 2023-12-07 20:01:58
 0  0 7999468 142076  51496 947720    0    0     0    13 2082 5505  3  4 93  0  0 2023-12-07 20:02:03
 1  0 7999468 141580  51500 948224    0    0     0     4 2104 5564  3  4 93  0  0 2023-12-07 20:02:08
 0  0 7999468 136340  51508 953196    0    0     0    43 2133 5677  4  3 93  0  0 2023-12-07 20:02:13
 0  0 7999468 135904  51516 953276    0    0     0     6 2140 5689  4  3 93  0  0 2023-12-07 20:02:18
 0  0 7999468 135960  51520 953312    0    0     0    22 2207 5768  3  4 93  1  0 2023-12-07 20:02:23
 0  0 7999468 135744  51552 953284    0    0     0    30 2087 5498  3  4 92  1  0 2023-12-07 20:02:28
 1  1 7999468 137488  51556 953236    0    0     0    54 2090 5532  3  4 92  0  0 2023-12-07 20:02:33
 2  0 7999468 140712  51564 953280    0    0     0    34 2139 5643  3  3 91  3  0 2023-12-07 20:02:38
 0  0 7999468 140248  51572 953316    0    0     0     6 2055 5447  3  4 93  0  0 2023-12-07 20:02:43
 2  0 7999468 140240  51576 953276    0    0     0     6 2086 5480  3  3 93  0  0 2023-12-07 20:02:48
 0  0 7999468 140952  51580 953284    0    0     0    42 2150 5699  3  3 94  0  0 2023-12-07 20:02:53
 0  1 7999468 141004  51588 953316    0    0     0    30 2120 5592  3  3 94  0  0 2023-12-07 20:02:58
 0  0 7999468 140828  51612 953068    0    0     0    27 2052 5451  3  3 93  1  0 2023-12-07 20:03:03
 0  0 7999468 144252  51616 948188    0    0     0     6 2083 5507  3  3 93  0  0 2023-12-07 20:03:08
 0  0 7999468 139524  51616 953308    0    0     0    53 2094 5607  3  3 93  0  0 2023-12-07 20:03:13
 0  0 7999468 139400  51620 953312    0    0     0     6 2126 5666  3  3 93  0  0 2023-12-07 20:03:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999468 139212  51624 953324    0    0     0     3 2111 5537  3  3 94  0  0 2023-12-07 20:03:23
 0  0 7999468 139020  51624 953324    0    0     0    20 2067 5436  3  3 93  0  0 2023-12-07 20:03:28
 0  0 7999468 139088  51644 953288    0    0     0    25 2102 5573  3  3 93  1  0 2023-12-07 20:03:33
 0  0 7999468 138996  51652 953248    0    0     0    10 2118 5665  3  3 93  0  0 2023-12-07 20:03:38
 0  0 7999468 139028  51660 953252    0    0     0    58 2181 5790  3  3 93  0  0 2023-12-07 20:03:43
 0  0 7999468 138720  51668 953372    0    0    10    53 2165 5702  3  3 93  1  0 2023-12-07 20:03:48
 0  0 7999468 138588  51676 953340    0    0     0    10 2104 5566  3  3 93  0  0 2023-12-07 20:03:53
 0  0 7999468 137944  51684 953340    0    0     0     3 2051 5491  3  3 94  0  0 2023-12-07 20:03:58
 1  0 7999468 143400  51712 947784    0    0     0    27 2082 5497  3  3 93  1  0 2023-12-07 20:04:03
 0  0 7999468 142812  51716 948288    0    0     0    13 2113 5553  3  3 93  0  0 2023-12-07 20:04:08
 2  0 7999468 137852  51720 953268    0    0     0     5 2092 5640  3  3 93  0  0 2023-12-07 20:04:13
 0  0 7999468 137536  51724 953352    0    0     0     6 2108 5637  3  3 93  0  0 2023-12-07 20:04:18
 3  0 7999468 138316  51728 953312    0    0     0    50 2111 5606  3  3 93  0  0 2023-12-07 20:04:23
 0  0 7999468 137644  51744 953800    0    0    14    13 2100 5611  4  4 92  1  0 2023-12-07 20:04:28
 0  0 7999468 138140  51768 953800    0    0     0    26 2080 5519  3  3 93  1  0 2023-12-07 20:04:33
 0  0 7999468 138048  51776 953876    0    0     0    53 2114 5612  3  3 93  0  0 2023-12-07 20:04:38
 0  0 7999468 136088  51784 953800    0    0     0    10 2076 5432  3  3 93  0  0 2023-12-07 20:04:43
 0  0 7999468 135024  51792 953912    0    0     0     6 2063 5484  3  3 94  0  0 2023-12-07 20:04:48
 0  0 7999468 135884  51800 953844    0    0     0   102 2132 5584  3  3 94  0  0 2023-12-07 20:04:53
 0  0 7999468 136108  51804 953844    0    0     0    12 2078 5511  3  3 93  0  0 2023-12-07 20:04:58
 0  0 7999468 140356  51824 948288    0    0     0    33 2076 5466  3  3 93  1  0 2023-12-07 20:05:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999468 139704  51828 948828    0    0     7   118 2145 5581  3  3 94  0  0 2023-12-07 20:05:08
 0  0 7999468 135484  51832 953904    0    0     0    13 2174 5790  4  3 93  0  0 2023-12-07 20:05:13
 0  0 7999468 135596  51836 953920    0    0     0    10 2184 5806  3  3 93  0  0 2023-12-07 20:05:18
 0  0 7999468 135868  51840 953920    0    0     0    77 2120 5549  3  3 93  0  0 2023-12-07 20:05:23
 0  0 7999468 134960  51844 953920    0    0     0     4 2080 5494  3  3 94  0  0 2023-12-07 20:05:28
 0  0 7999468 134712  51876 953920    0    0     0    27 2120 5595  3  3 93  1  0 2023-12-07 20:05:33
 0  0 7999468 136372  51884 953884    0    0     0    11 2085 5503  3  3 93  0  0 2023-12-07 20:05:38
 0  0 7999468 136032  51892 953988    0    0    21    69 2099 5523  3  3 93  1  0 2023-12-07 20:05:43
 1  0 7999468 136000  51900 953980    0    0     0    10 2102 5553  3  3 93  0  0 2023-12-07 20:05:48
 0  0 7999468 136272  51904 954028    0    0     8    37 2107 5546  3  3 93  0  0 2023-12-07 20:05:53
 0  0 7999468 136368  51908 954064    0    0     0     4 2060 5486  3  3 94  0  0 2023-12-07 20:05:58
 0  0 7999468 141800  51928 948476    0    0     0    31 2078 5540  3  4 93  1  0 2023-12-07 20:06:03
 0  0 7999468 141768  51932 949016    0    0     0    13 2073 5482  3  3 93  0  0 2023-12-07 20:06:08
 0  0 7999468 137492  51940 954056    0    0     0     6 2122 5691  3  3 93  0  0 2023-12-07 20:06:13
 0  1 7999464 137184  51948 954108    1    0     1    10 2232 6052  4  3 92  1  0 2023-12-07 20:06:18
 0  0 7999464 137216  51988 954112    0    0     0    45 2170 5743  3  3 91  2  0 2023-12-07 20:06:23
 2  0 7999464 137272  51996 954112    0    0     0     6 2093 5507  3  3 94  0  0 2023-12-07 20:06:28
 0  0 7999464 136936  52028 954036    0    0     0    50 2135 5562  3  4 92  1  0 2023-12-07 20:06:33
 0  0 7999464 136564  52036 954156    0    0    24    62 2112 5531  3  3 94  0  0 2023-12-07 20:06:38
 0  0 7999464 137372  52040 954156    0    0     0    37 2159 5649  3  4 93  0  0 2023-12-07 20:06:43
 0  0 7999464 137340  52044 954320    0    0    26     7 2099 5574  4  3 93  1  0 2023-12-07 20:06:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999464 135860  52052 954332    0    0     2    14 2120 5604  3  3 93  1  0 2023-12-07 20:06:53
 0  0 7999464 136844  52060 954296    0    0     0     6 2157 5708  3  3 94  0  0 2023-12-07 20:06:58
 0  0 7999464 143228  52092 948776    0    0     0   123 2199 5794  3  3 92  2  0 2023-12-07 20:07:03
 0  0 7999464 143072  52096 949240    0    0     0    13 2118 5605  3  3 93  0  0 2023-12-07 20:07:08
 2  0 7999464 137616  52100 954356    0    0     0     6 2114 5636  3  3 94  0  0 2023-12-07 20:07:13
 0  0 7999464 137956  52104 954440    0    0     0     6 2229 5835  3  3 93  0  0 2023-12-07 20:07:18
 1  0 7999464 138016  52112 954300    0    0     0     5 2127 5620  3  3 94  0  0 2023-12-07 20:07:23
 0  0 7999464 137552  52120 954300    0    0     0     3 2057 5461  3  3 94  0  0 2023-12-07 20:07:28
 1  0 7999464 137924  52144 954300    0    0     0    46 2125 5596  3  3 92  1  0 2023-12-07 20:07:33
 0  0 7999464 136840  52156 954256    0    0     0    89 2188 5570  3  3 92  2  0 2023-12-07 20:07:38
 0  0 7999464 136964  52160 954292    0    0     0    52 2056 5426  3  3 94  0  0 2023-12-07 20:07:43
 0  0 7999464 136552  52168 954248    0    0     0     7 2105 5541  3  4 93  0  0 2023-12-07 20:07:48
 0  0 7999464 136056  52684 954256    0    0   102     6 2113 5558  3  3 93  1  0 2023-12-07 20:07:53
 0  0 7999464 136252  52692 954216    0    0     0    76 2095 5522  3  3 94  0  0 2023-12-07 20:07:58
 2  0 7999464 136864  52716 954176    0    0     0    43 2059 5450  3  4 92  1  0 2023-12-07 20:08:03
 0  0 7999464 140956  52720 949372    0    0     0     6 2065 5485  3  3 94  0  0 2023-12-07 20:08:08
 0  0 7999464 137144  52724 954352    0    0     0     6 2102 5591  3  4 93  0  0 2023-12-07 20:08:13
 0  0 7999464 136956  52732 954320    0    0     0     6 2094 5660  3  3 93  0  0 2023-12-07 20:08:18
 0  0 7999464 136400  52740 954320    0    0     0     3 2093 5540  3  4 93  0  0 2023-12-07 20:08:23
 2  0 7999464 134632  52744 954272    0    0     0     3 2126 5585  4  3 93  0  0 2023-12-07 20:08:28
 0  0 7999464 133856  52764 954272    0    0     0    83 2057 5445  3  3 93  1  0 2023-12-07 20:08:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999464 133392  52768 954308    0    0     0    16 2095 5515  3  3 93  0  0 2023-12-07 20:08:38
 0  0 7999464 133268  52772 954296    0    0     0    49 2075 5454  3  3 93  0  0 2023-12-07 20:08:43
 3  0 7999464 131400  52780 954340    0    0     0     7 2090 5534  3  3 93  0  0 2023-12-07 20:08:48
 1  0 7999464 131120  52788 954272    0    0     0     3 2104 5595  3  3 93  0  0 2023-12-07 20:08:53
 0  0 7999464 130944  52796 954444    0    0     0     3 2092 5454  3  3 93  0  0 2023-12-07 20:08:58
 0  0 7999464 136832  52812 948836    0    0     0    31 2087 5543  3  3 93  1  0 2023-12-07 20:09:03
 0  0 7999464 136676  52816 949256    0    0     0    33 2065 5467  3  3 93  0  0 2023-12-07 20:09:08
 0  0 7999464 131436  52816 954276    0    0     0     7 2082 5593  3  3 94  0  0 2023-12-07 20:09:13
 0  2 7999384 166104  53488 909356   26    8  5503   153 2357 6262  3  3 66 28  0 2023-12-07 20:09:18
 0  0 7999376 155912  53800 916688    5    0  1518   178 2392 6311  3  2 83 12  0 2023-12-07 20:09:23
 0  0 7999376 156020  53808 916712    0    0     0     9 2109 5575  3  3 93  0  0 2023-12-07 20:09:28
 0  0 7999376 160036  53832 916712    0    0     0    70 2082 5536  3  4 93  1  0 2023-12-07 20:09:33
 0  0 7999376 160128  53840 916612    0    0     0    14 2047 5452  3  3 94  1  0 2023-12-07 20:09:38
 1  0 7999376 160252  53844 916612    0    0     0    58 2067 5469  3  3 94  0  0 2023-12-07 20:09:43
 0  0 7999376 160284  53852 916684    0    0     0     6 2108 5548  3  3 93  0  0 2023-12-07 20:09:48
 0  0 7999376 161576  53860 916792    0    0    35    30 2088 5610  3  3 93  0  0 2023-12-07 20:09:53
 0  0 7999376 161648  53868 916792    0    0     0    22 2057 5427  3  3 93  0  0 2023-12-07 20:09:58
 0  0 7999376 161524  53892 917340    0    0    26    30 2061 5466  3  4 92  1  0 2023-12-07 20:10:03
 0  0 7999376 166952  53900 911904    0    0     0    14 2073 5486  3  4 93  0  0 2023-12-07 20:10:08
 0  0 7999376 161960  53908 916952    0    0     0    41 2146 5710  4  4 92  0  0 2023-12-07 20:10:13
 0  0 7999376 161928  53916 916888    0    0     0     6 2230 5861  4  3 93  0  0 2023-12-07 20:10:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999376 161804  53924 917000    0    0    14    27 2115 5606  4  4 92  1  0 2023-12-07 20:10:23
 0  0 7999376 161772  53932 917040    0    0     0     4 2043 5425  4  3 92  1  0 2023-12-07 20:10:28
 0  0 7999376 161432  53964 917040    0    0     0    27 2033 5421  3  3 93  1  0 2023-12-07 20:10:33
 1  0 7999376 161400  53972 917040    0    0     0    62 2126 5576  3  3 93  0  0 2023-12-07 20:10:38
 0  0 7999376 161400  53976 917040    0    0     0     6 2086 5528  3  3 93  0  0 2023-12-07 20:10:43
 2  0 7999376 161276  53984 917332    0    0    14    45 2074 5511  3  3 93  0  0 2023-12-07 20:10:48
 2  0 7999376 159928  53992 918796    0    0     0     9 2089 5541  3  3 93  0  0 2023-12-07 20:10:53
 0  0 7999372 161444  53996 917328    1    0     1    22 2068 5537  3  3 94  0  0 2023-12-07 20:10:58
 0  0 7999372 161496  54024 917236    0    0     0    30 2126 5633  3  3 93  1  0 2023-12-07 20:11:03
 1  0 7999372 167852  54032 912404    0    0     0    65 2136 5598  3  3 94  0  0 2023-12-07 20:11:08
 0  0 7999372 162800  54036 917420    0    0     0     6 2113 5667  3  4 93  0  0 2023-12-07 20:11:13
 0  1 7999344 153676  54356 921040    6    0   782    66 2392 6610  6  2 85  6  0 2023-12-07 20:11:18
 0  0 7999328 153964  54396 921172    3    0    19    32 2197 5783  3  3 92  2  0 2023-12-07 20:11:23
 0  0 7999328 154180  54404 921344    0    0     0     5 2053 5470  3  3 94  0  0 2023-12-07 20:11:28
 0  0 7999328 154428  54436 921208    0    0     0    32 2069 5524  2  3 94  1  0 2023-12-07 20:11:33
 0  0 7999328 154148  54444 921208    0    0     0    10 2067 5544  3  3 93  0  0 2023-12-07 20:11:38
